Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),pH,Ammonia (mg L-1 ),Nitrite (mg L-1 ),Water Quality
"23,00","61,12","4,75","1,01","8,99","0,019","0,019",0
"25,65","35,16","3,05","1,73","8,00","0,002","0,011",0
"27,67","48,49","3,47","1,61","7,80","0,005","0,014",0
"29,06","55,06","3,82","1,67","6,68","0,002","0,010",0
"23,66","46,18","3,82","1,84","8,16","0,020","0,001",0
"23,06","74,77","3,48","1,08","7,53","0,015","0,006",0
"26,04","65,10","4,75","1,70","7,15","0,008","0,007",0
"24,89","36,03","3,18","1,34","8,41","0,016","0,011",0
"22,44","79,75","4,33","1,75","8,70","0,023","0,004",0
"28,72","77,20","3,50","1,13","7,87","0,006","0,010",0
"25,31","69,37","3,22","1,72","7,63","0,010","0,018",0
"27,32","61,09","4,21","1,03","8,84","0,005","0,004",0
"24,05","77,54","4,94","1,40","6,71","0,020","0,009",0
"27,22","35,55","4,49","1,86","7,42","0,001","0,010",0
"27,04","73,85","3,22","1,82","6,58","0,011","0,016",0
"22,97","68,40","3,35","1,33","6,62","0,006","0,020",0
"20,81","64,25","3,65","1,65","8,10","0,009","0,008",0
"26,19","65,96","3,17","1,39","7,78","0,004","0,001",0
"24,68","60,31","4,53","1,44","7,90","0,015","0,018",0
"29,53","36,78","4,03","1,60","7,20","0,014","0,018",0
"23,35","58,39","3,33","1,99","8,20","0,004","0,002",0
"26,94","47,32","4,16","1,07","8,07","0,024","0,004",0
"24,65","63,91","3,43","1,36","8,27","0,018","0,011",0
"22,53","46,96","3,31","1,21","8,04","0,003","0,010",0
"24,77","46,42","4,20","1,40","7,62","0,002","0,011",0
"26,12","40,72","3,58","1,36","8,32","0,013","0,000",0
"24,49","48,59","3,97","1,79","8,96","0,008","0,015",0
"20,86","52,05","3,40","1,55","7,84","0,012","0,009",0
"29,73","53,35","3,20","1,71","8,45","0,003","0,007",0
"21,99","43,23","3,61","1,52","8,98","0,024","0,018",0
"20,90","74,51","3,41","1,58","8,09","0,019","0,019",0
"25,43","32,52","4,69","1,22","7,18","0,022","0,012",0
"21,62","52,46","4,40","1,68","8,01","0,017","0,010",0
"20,05","74,77","3,69","1,33","8,09","0,021","0,006",0
"25,46","75,56","4,32","1,69","8,78","0,005","0,006",0
"26,31","37,99","3,77","1,98","8,04","0,020","0,001",0
"23,93","59,22","4,09","1,71","8,86","0,006","0,009",0
"25,67","52,35","3,28","1,60","7,14","0,019","0,012",0
"20,83","78,67","4,33","1,17","7,00","0,010","0,007",0
"25,01","68,86","3,94","1,84","7,61","0,000","0,010",0
"20,86","77,80","3,88","1,49","8,69","0,004","0,008",0
"22,52","41,85","4,56","1,26","7,37","0,004","0,006",0
"21,73","33,19","3,22","1,20","6,77","0,012","0,017",0
"20,33","41,46","4,39","1,92","8,41","0,009","0,001",0
"28,76","69,07","3,12","1,77","8,74","0,005","0,015",0
"20,58","78,24","4,16","1,80","6,97","0,003","0,019",0
"24,68","41,24","3,75","1,13","8,18","0,017","0,006",0
"26,07","74,24","3,72","1,33","7,79","0,017","0,017",0
"23,58","77,34","4,43","1,34","8,65","0,006","0,006",0
"24,46","39,36","4,40","1,23","7,25","0,009","0,005",0
"27,96","61,05","4,59","2,00","7,26","0,019","0,005",0
"28,14","73,13","4,17","1,23","7,05","0,003","0,007",0
"23,03","45,44","3,91","1,27","6,85","0,020","0,004",0
"22,47","38,60","3,38","1,35","8,90","0,010","0,011",0
"23,89","66,21","3,33","1,37","8,20","0,008","0,017",0
"21,64","59,31","4,75","1,54","8,51","0,021","0,009",0
"27,51","52,81","3,86","1,55","7,84","0,014","0,010",0
"20,61","52,69","3,82","1,11","8,55","0,009","0,014",0
"20,91","35,92","4,00","1,49","7,16","0,013","0,014",0
"29,40","30,03","4,11","1,38","8,24","0,008","0,001",0
"25,84","75,21","3,85","1,53","8,63","0,012","0,008",0
"28,58","37,94","4,59","1,76","6,72","0,011","0,018",0
"23,80","72,30","3,84","1,57","8,91","0,020","0,011",0
"23,60","53,83","3,44","1,16","8,25","0,014","0,008",0
"22,92","45,80","4,30","1,20","6,69","0,010","0,020",0
"20,86","36,33","4,86","1,03","8,86","0,006","0,016",0
"26,46","63,62","3,40","1,49","8,91","0,005","0,019",0
"29,33","75,76","4,59","1,12","7,47","0,020","0,012",0
"25,44","47,12","3,78","1,55","7,94","0,024","0,005",0
"26,70","40,21","4,00","1,37","8,54","0,006","0,011",0
"29,25","58,73","4,83","1,41","6,69","0,021","0,014",0
"25,75","57,11","3,81","1,31","8,66","0,000","0,011",0
"29,13","48,87","4,28","1,37","6,95","0,003","0,008",0
"29,28","34,31","3,80","1,29","8,59","0,021","0,014",0
"22,88","50,96","3,36","1,87","8,60","0,008","0,016",0
"29,41","62,06","4,73","1,64","7,77","0,014","0,006",0
"28,15","36,30","4,78","1,75","7,80","0,020","0,019",0
"25,25","64,18","4,02","1,82","7,42","0,000","0,000",0
"28,20","71,57","3,46","1,81","8,81","0,008","0,007",0
"26,97","72,75","4,85","1,39","8,25","0,011","0,006",0
"28,74","60,05","3,40","1,04","8,98","0,000","0,014",0
"25,68","70,16","4,34","1,02","8,92","0,011","0,008",0
"26,78","66,26","3,94","1,87","6,73","0,014","0,018",0
"20,29","65,06","4,69","1,91","7,43","0,006","0,013",0
"27,59","76,92","3,05","1,32","7,83","0,015","0,009",0
"21,75","39,44","3,90","1,76","6,70","0,016","0,009",0
"25,60","75,21","3,84","1,65","8,26","0,009","0,018",0
"25,32","76,17","3,09","1,82","7,37","0,002","0,008",0
"23,04","66,24","4,85","1,85","6,78","0,019","0,014",0
"27,00","48,70","4,93","1,28","8,85","0,018","0,003",0
"29,52","65,11","3,47","1,11","7,02","0,009","0,018",0
"25,45","39,17","3,74","1,61","6,52","0,019","0,003",0
"22,59","77,00","4,32","1,16","8,67","0,018","0,007",0
"20,21","41,38","3,61","1,05","8,20","0,015","0,007",0
"27,57","60,07","4,86","1,38","6,93","0,008","0,018",0
"20,08","31,33","3,38","1,94","6,94","0,014","0,005",0
"22,65","69,04","4,42","1,20","8,74","0,005","0,015",0
"25,50","44,95","3,21","1,43","6,70","0,004","0,002",0
"21,39","47,72","3,62","1,50","6,68","0,013","0,013",0
"24,46","37,54","4,58","1,20","6,56","0,008","0,007",0
"21,42","52,32","3,29","1,63","7,93","0,015","0,019",0
"28,76","72,44","3,63","1,02","7,31","0,012","0,008",0
"25,50","75,11","4,53","1,82","7,81","0,014","0,012",0
"25,85","51,19","3,60","1,34","7,50","0,004","0,009",0
"25,31","43,59","4,27","1,18","8,07","0,012","0,001",0
"28,60","65,25","4,45","1,27","8,08","0,010","0,005",0
"25,07","63,93","4,42","1,68","7,36","0,011","0,007",0
"27,36","68,88","4,33","1,45","8,89","0,017","0,017",0
"28,57","49,78","3,69","1,90","7,33","0,006","0,008",0
"21,14","31,26","4,49","1,28","8,18","0,006","0,019",0
"24,33","77,98","4,56","1,56","6,57","0,003","0,011",0
"22,85","53,64","4,35","1,30","8,65","0,014","0,014",0
"28,69","74,24","3,37","1,95","7,34","0,014","0,008",0
"20,67","73,38","3,61","1,76","8,80","0,002","0,010",0
"26,11","73,07","3,63","1,58","7,12","0,008","0,011",0
"23,44","48,95","5,00","1,44","6,69","0,004","0,011",0
"22,70","48,80","4,57","1,81","7,21","0,021","0,010",0
"25,70","60,78","4,40","1,62","7,26","0,009","0,001",0
"21,32","63,16","4,67","1,36","8,06","0,013","0,017",0
"21,35","44,71","3,73","1,06","7,95","0,009","0,016",0
"29,35","35,17","4,66","1,75","8,23","0,022","0,001",0
"23,36","31,05","4,53","2,00","6,86","0,003","0,018",0
"21,98","37,43","4,29","1,58","7,37","0,021","0,015",0
"20,72","46,63","3,06","1,20","8,06","0,007","0,018",0
"29,12","31,69","5,00","1,77","8,65","0,006","0,001",0
"29,57","66,64","4,55","1,99","7,68","0,009","0,010",0
"23,59","52,16","3,65","1,32","8,23","0,004","0,012",0
"20,96","50,22","3,09","1,74","6,73","0,020","0,001",0
"28,94","34,62","3,92","1,75","6,64","0,002","0,002",0
"23,84","71,48","4,15","1,74","8,56","0,018","0,019",0
"21,58","76,36","4,05","1,67","6,73","0,019","0,006",0
"26,42","71,14","3,51","1,99","7,02","0,002","0,012",0
"20,38","35,88","4,62","1,44","8,48","0,020","0,003",0
"20,67","38,51","4,51","1,70","8,20","0,002","0,014",0
"25,39","69,72","4,42","1,87","7,67","0,001","0,000",0
"29,18","48,96","4,64","1,06","8,74","0,023","0,007",0
"21,67","74,62","3,67","1,19","7,52","0,018","0,010",0
"21,25","61,42","3,98","1,01","8,15","0,002","0,020",0
"20,14","42,36","4,96","1,87","8,90","0,015","0,011",0
"27,63","70,93","4,89","1,56","7,25","0,009","0,013",0
"27,23","57,38","3,31","1,09","8,31","0,019","0,007",0
"28,54","40,13","4,99","1,42","8,38","0,021","0,020",0
"22,50","73,24","4,25","1,05","6,96","0,021","0,003",0
"26,15","41,11","3,16","1,20","7,92","0,012","0,005",0
"20,49","60,06","3,89","1,14","6,65","0,011","0,015",0
"21,13","42,32","3,61","1,46","8,21","0,016","0,009",0
"23,48","75,15","3,90","1,80","8,17","0,023","0,017",0
"24,72","61,85","3,54","1,11","6,84","0,019","0,020",0
"20,80","37,22","3,48","1,38","8,73","0,022","0,017",0
"26,82","41,69","4,91","1,84","6,92","0,004","0,008",0
"25,25","69,26","4,68","1,43","7,86","0,022","0,006",0
"25,16","73,55","4,76","1,99","6,59","0,010","0,012",0
"29,40","57,69","4,85","1,36","8,54","0,016","0,016",0
"21,32","74,89","4,91","1,77","7,99","0,003","0,012",0
"26,51","77,42","3,13","1,67","7,51","0,021","0,017",0
"28,47","44,97","4,82","1,14","8,11","0,023","0,019",0
"23,46","54,97","4,74","1,10","7,42","0,004","0,006",0
"20,68","49,68","3,02","1,97","9,00","0,004","0,019",0
"20,11","77,45","3,48","1,15","8,27","0,018","0,010",0
"20,07","76,98","4,86","1,36","6,99","0,014","0,015",0
"22,92","66,68","3,92","1,17","8,57","0,003","0,013",0
"22,18","47,51","3,90","1,77","7,26","0,021","0,014",0
"23,02","46,93","3,14","1,75","7,81","0,013","0,007",0
"25,95","69,45","4,01","1,20","8,06","0,020","0,014",0
"25,64","69,72","3,76","1,89","6,51","0,002","0,011",0
"22,18","47,58","3,70","1,44","8,44","0,006","0,009",0
"23,91","46,71","3,01","1,44","7,03","0,021","0,014",0
"23,38","50,27","4,54","1,68","7,01","0,016","0,014",0
"27,46","57,98","4,94","1,11","8,49","0,018","0,004",0
"23,69","65,07","3,73","1,55","7,17","0,003","0,018",0
"24,23","71,34","3,87","1,97","8,58","0,023","0,005",0
"25,71","53,36","4,74","1,60","8,99","0,020","0,003",0
"25,88","39,05","3,18","1,65","7,49","0,017","0,001",0
"20,29","78,68","4,92","1,67","8,75","0,002","0,012",0
"20,91","42,63","4,05","1,43","7,83","0,020","0,009",0
"25,01","53,30","3,66","1,51","6,71","0,025","0,018",0
"29,18","31,77","3,98","1,23","7,55","0,004","0,011",0
"22,48","36,68","4,42","1,55","6,55","0,023","0,007",0
"26,53","34,05","3,38","1,59","8,75","0,015","0,007",0
"20,65","69,24","4,12","1,81","7,44","0,006","0,011",0
"20,16","39,00","4,24","1,82","6,53","0,017","0,001",0
"25,20","46,30","3,30","1,21","7,75","0,018","0,012",0
"26,52","44,77","4,91","1,70","7,61","0,024","0,002",0
"23,94","35,17","3,42","1,88","8,63","0,001","0,004",0
"23,81","77,11","4,75","1,27","7,75","0,003","0,010",0
"23,70","40,33","3,46","1,84","6,78","0,016","0,010",0
"27,53","51,56","3,92","1,81","8,48","0,019","0,008",0
"26,12","32,52","4,81","1,37","8,84","0,001","0,013",0
"22,39","63,79","4,17","1,73","8,64","0,017","0,015",0
"29,25","35,53","3,08","1,57","6,89","0,011","0,013",0
"23,82","51,70","3,55","1,32","6,70","0,019","0,015",0
"23,73","71,74","3,50","1,33","8,07","0,009","0,007",0
"23,30","34,84","3,43","1,40","6,74","0,005","0,008",0
"29,04","69,22","4,35","1,10","6,58","0,023","0,011",0
"24,66","50,11","4,11","1,27","7,31","0,003","0,002",0
"25,08","62,28","3,41","1,03","8,11","0,014","0,017",0
"27,95","60,54","4,97","1,66","7,96","0,006","0,001",0
"21,35","30,72","3,06","1,91","8,18","0,018","0,012",0
"22,05","59,27","4,30","1,38","8,48","0,016","0,011",0
"21,90","51,07","3,19","1,26","7,45","0,011","0,018",0
"20,02","31,77","3,77","1,88","6,70","0,020","0,004",0
"28,58","62,96","3,65","1,75","7,59","0,008","0,006",0
"20,10","68,93","3,18","1,27","8,46","0,004","0,017",0
"20,09","38,82","3,54","1,36","7,26","0,016","0,018",0
"28,40","76,00","4,80","1,77","8,34","0,007","0,002",0
"27,70","46,32","4,35","1,85","6,75","0,000","0,017",0
"28,57","44,11","4,00","1,67","6,93","0,024","0,018",0
"29,33","65,10","3,92","1,28","8,81","0,003","0,018",0
"20,15","76,94","4,10","1,21","8,47","0,006","0,013",0
"21,90","71,51","3,66","1,54","8,45","0,003","0,008",0
"26,94","52,75","3,37","1,64","8,69","0,024","0,004",0
"29,77","50,28","3,23","1,04","8,77","0,004","0,007",0
"25,75","79,44","4,17","1,94","8,83","0,017","0,012",0
"25,62","43,94","3,73","1,77","7,51","0,003","0,005",0
"29,42","45,00","3,15","1,39","7,22","0,018","0,019",0
"26,86","51,69","3,66","1,64","8,42","0,023","0,008",0
"23,31","51,99","4,19","1,56","8,86","0,018","0,013",0
"23,40","53,96","4,00","1,35","7,20","0,006","0,001",0
"29,34","39,48","4,56","1,21","7,43","0,005","0,007",0
"23,07","54,87","4,65","2,00","7,18","0,018","0,006",0
"20,39","73,86","4,79","1,70","7,68","0,020","0,006",0
"25,68","39,46","4,14","1,53","8,90","0,010","0,002",0
"26,51","30,32","3,08","1,41","6,75","0,020","0,017",0
"27,39","40,82","4,91","1,21","7,85","0,002","0,001",0
"29,56","57,14","4,80","1,81","7,27","0,005","0,003",0
"23,06","56,45","3,30","1,40","6,88","0,007","0,016",0
"27,59","67,70","4,33","1,10","7,56","0,024","0,008",0
"22,81","62,23","3,12","1,87","7,31","0,004","0,019",0
"29,02","64,12","4,74","1,62","7,89","0,009","0,011",0
"26,71","65,60","4,14","1,62","6,96","0,008","0,020",0
"22,92","54,00","3,62","1,30","7,04","0,021","0,019",0
"23,23","44,20","3,21","1,68","7,91","0,004","0,011",0
"27,17","35,91","3,11","1,42","8,77","0,013","0,006",0
"21,84","56,78","4,94","1,73","8,25","0,010","0,018",0
"24,40","57,36","3,19","1,63","8,71","0,024","0,017",0
"23,65","71,13","4,31","1,91","8,36","0,024","0,005",0
"22,14","64,59","3,74","1,27","7,61","0,025","0,018",0
"25,34","65,40","4,12","1,01","6,80","0,009","0,016",0
"28,32","39,18","4,70","1,73","8,85","0,010","0,008",0
"24,73","46,07","4,59","1,81","7,99","0,017","0,016",0
"26,32","38,09","4,45","1,38","7,33","0,003","0,008",0
"21,97","67,09","4,14","1,32","7,23","0,010","0,011",0
"29,98","58,34","3,77","1,89","7,76","0,003","0,001",0
"20,02","67,23","4,75","1,47","8,61","0,013","0,020",0
"26,15","44,39","4,49","1,92","8,86","0,023","0,010",0
"28,24","34,70","3,14","1,67","8,62","0,018","0,019",0
"24,14","59,10","3,08","1,12","7,86","0,013","0,014",0
"28,96","34,26","4,70","1,46","7,80","0,015","0,009",0
"25,12","68,75","4,17","1,34","7,82","0,003","0,002",0
"29,62","65,58","4,32","1,81","8,06","0,003","0,020",0
"26,08","31,05","4,18","1,53","7,20","0,010","0,006",0
"26,66","40,49","3,52","1,10","7,80","0,018","0,006",0
"29,21","63,87","4,36","1,45","7,33","0,018","0,012",0
"24,49","52,66","4,79","1,96","7,19","0,015","0,018",0
"26,33","54,66","3,76","1,45","7,43","0,019","0,007",0
"22,12","47,63","3,63","1,16","8,97","0,015","0,006",0
"25,60","60,59","3,32","1,58","8,38","0,010","0,010",0
"21,04","52,84","4,34","1,95","7,61","0,025","0,011",0
"22,92","44,74","4,06","1,85","8,61","0,015","0,020",0
"25,44","71,89","4,62","1,09","7,75","0,023","0,014",0
"21,81","47,39","4,03","1,86","7,88","0,022","0,015",0
"22,76","78,51","3,38","1,94","8,36","0,002","0,014",0
"22,33","50,12","4,56","1,99","7,18","0,007","0,014",0
"25,49","56,22","4,81","1,81","7,47","0,001","0,014",0
"25,57","55,52","4,13","1,25","8,38","0,004","0,017",0
"26,21","58,63","4,20","1,27","7,73","0,019","0,006",0
"20,01","74,67","4,24","1,11","8,16","0,010","0,017",0
"21,88","48,75","4,30","1,29","8,75","0,017","0,020",0
"24,76","78,40","3,26","1,16","7,34","0,002","0,013",0
"20,18","47,66","3,50","1,73","7,24","0,017","0,008",0
"24,75","39,20","4,38","1,44","8,05","0,010","0,003",0
"20,77","58,25","3,76","1,74","6,96","0,011","0,009",0
"22,51","64,67","4,12","2,00","7,03","0,020","0,018",0
"25,81","55,98","3,39","1,82","8,52","0,008","0,010",0
"21,51","65,39","4,57","1,58","6,77","0,010","0,017",0
"24,10","75,28","4,24","1,49","8,19","0,022","0,006",0
"28,93","73,85","3,46","1,23","6,99","0,023","0,017",0
"28,54","43,38","3,18","1,15","7,43","0,020","0,010",0
"25,43","76,02","4,96","1,72","7,85","0,008","0,018",0
"24,60","39,47","4,29","1,60","7,13","0,000","0,006",0
"21,49","41,92","4,45","1,51","8,30","0,004","0,019",0
"24,89","56,92","4,23","1,84","7,30","0,006","0,017",0
"25,69","36,69","4,95","1,28","6,59","0,012","0,006",0
"23,41","41,37","3,50","1,50","8,53","0,010","0,002",0
"24,18","42,83","3,56","1,11","6,61","0,001","0,013",0
"21,77","45,87","4,10","1,33","7,24","0,025","0,016",0
"28,35","36,65","4,91","1,66","7,26","0,003","0,008",0
"26,76","38,20","3,50","1,88","7,84","0,021","0,008",0
"21,85","43,56","4,08","1,76","6,80","0,023","0,017",0
"26,11","47,26","4,17","1,81","8,49","0,021","0,009",0
"27,05","40,15","3,97","1,48","7,76","0,004","0,017",0
"20,28","33,58","3,96","1,28","7,07","0,005","0,017",0
"25,21","73,67","3,58","1,45","8,58","0,009","0,018",0
"22,59","37,59","3,36","1,29","6,78","0,017","0,015",0
"25,08","69,71","3,47","1,36","9,00","0,023","0,013",0
"29,73","77,32","3,98","1,61","8,40","0,004","0,002",0
"28,18","47,57","4,33","1,41","7,80","0,023","0,001",0
"28,59","32,95","3,08","1,92","7,69","0,020","0,012",0
"28,97","76,07","4,90","1,32","7,18","0,004","0,015",0
"23,00","68,86","3,89","1,75","8,91","0,014","0,019",0
"28,80","42,46","3,86","1,21","7,30","0,002","0,013",0
"22,55","56,59","4,50","1,30","7,63","0,024","0,009",0
"21,92","33,68","3,49","1,27","7,83","0,006","0,010",0
"21,87","72,58","4,49","1,69","8,46","0,022","0,017",0
"28,61","67,57","3,57","1,17","7,53","0,016","0,016",0
"24,45","38,82","3,12","1,53","8,77","0,010","0,012",0
"23,87","71,31","4,23","1,20","6,80","0,010","0,011",0
"28,32","31,68","3,76","1,16","8,68","0,004","0,010",0
"22,06","30,90","4,64","1,76","8,13","0,001","0,017",0
"28,98","65,74","3,10","1,91","7,58","0,002","0,013",0
"24,60","76,22","4,77","1,22","6,84","0,004","0,006",0
"21,63","57,74","3,16","1,17","6,55","0,024","0,018",0
"22,69","71,44","4,67","1,80","7,41","0,004","0,001",0
"25,21","47,84","4,39","1,61","6,54","0,018","0,011",0
"27,72","45,34","4,21","1,77","7,68","0,006","0,010",0
"23,87","63,69","4,03","1,55","6,83","0,006","0,010",0
"20,44","32,81","3,50","1,29","8,61","0,012","0,017",0
"29,87","46,34","4,41","1,59","8,89","0,000","0,018",0
"25,23","74,16","4,09","1,16","6,99","0,001","0,019",0
"28,44","50,55","4,76","1,37","8,34","0,015","0,003",0
"28,92","55,11","3,27","1,90","6,64","0,022","0,001",0
"26,86","47,86","4,74","1,41","7,79","0,005","0,004",0
"25,18","79,44","4,96","1,83","6,80","0,024","0,013",0
"24,42","53,24","3,74","1,97","8,11","0,013","0,015",0
"23,80","77,34","3,39","1,56","6,91","0,016","0,006",0
"20,32","35,01","3,97","1,68","6,65","0,005","0,009",0
"22,16","45,98","3,88","1,55","7,90","0,002","0,013",0
"20,85","49,72","3,32","1,75","6,86","0,011","0,012",0
"27,97","71,93","4,85","1,64","7,42","0,007","0,012",0
"24,02","38,01","3,84","1,15","7,00","0,014","0,006",0
"20,50","41,66","4,32","1,84","6,50","0,016","0,007",0
"23,16","38,19","3,84","1,13","8,53","0,007","0,019",0
"28,71","58,43","4,87","1,69","8,76","0,008","0,017",0
"29,31","37,64","4,42","1,94","7,60","0,000","0,013",0
"24,26","63,53","4,91","1,46","7,41","0,002","0,011",0
"28,66","74,83","4,83","1,11","7,41","0,024","0,007",0
"24,81","63,74","3,37","1,06","7,22","0,005","0,011",0
"29,08","62,90","4,34","1,78","8,59","0,017","0,014",0
"22,51","50,70","3,19","1,00","8,94","0,017","0,015",0
"25,27","62,78","4,97","1,61","7,04","0,010","0,013",0
"22,45","49,90","4,49","1,36","8,17","0,019","0,015",0
"28,38","59,28","3,43","1,39","7,60","0,006","0,004",0
"25,26","70,59","4,23","1,40","7,53","0,005","0,009",0
"23,50","64,09","3,67","1,42","8,62","0,020","0,006",0
"22,57","78,42","4,27","1,83","7,76","0,021","0,016",0
"21,69","44,50","4,03","1,73","7,07","0,007","0,011",0
"25,99","30,79","4,57","1,91","8,28","0,021","0,016",0
"28,11","50,51","4,01","1,78","7,58","0,013","0,008",0
"28,49","72,86","3,33","1,33","7,54","0,008","0,014",0
"28,45","79,14","4,01","1,20","8,83","0,004","0,017",0
"22,35","70,81","4,65","1,66","6,87","0,007","0,016",0
"25,08","39,47","3,86","1,11","6,55","0,016","0,017",0
"26,69","31,99","3,32","1,89","7,56","0,002","0,007",0
"20,91","60,30","4,35","1,59","8,87","0,020","0,019",0
"25,43","66,53","3,55","1,78","8,33","0,015","0,001",0
"22,98","32,41","3,75","1,60","7,28","0,019","0,004",0
"23,82","69,61","3,79","1,17","6,89","0,016","0,011",0
"25,34","49,76","3,26","1,08","8,97","0,024","0,009",0
"24,27","32,99","4,93","1,83","8,63","0,024","0,002",0
"22,32","61,04","4,92","1,15","8,18","0,018","0,001",0
"20,28","38,26","3,03","1,06","7,17","0,003","0,001",0
"20,26","46,47","4,02","1,59","8,76","0,020","0,008",0
"22,74","43,50","3,39","1,47","7,16","0,018","0,019",0
"26,94","57,05","4,71","1,46","8,63","0,023","0,007",0
"23,30","72,69","4,71","1,91","7,55","0,002","0,011",0
"27,50","51,61","4,15","1,16","6,71","0,019","0,015",0
"27,96","58,90","3,63","1,79","8,84","0,010","0,007",0
"20,54","36,82","3,77","1,67","8,56","0,012","0,004",0
"20,09","59,08","4,53","1,92","8,83","0,014","0,000",0
"27,28","63,56","4,36","1,56","8,09","0,003","0,013",0
"26,64","71,85","3,25","1,20","8,97","0,002","0,004",0
"25,85","61,72","4,24","1,26","8,07","0,014","0,011",0
"29,19","40,59","4,38","1,62","7,57","0,002","0,005",0
"21,67","75,34","4,52","1,38","7,19","0,004","0,007",0
"29,72","50,26","3,45","1,36","8,57","0,022","0,020",0
"22,20","74,43","3,45","1,03","8,82","0,007","0,004",0
"20,38","58,75","3,03","1,77","8,89","0,021","0,016",0
"22,29","30,84","4,17","1,24","6,92","0,001","0,009",0
"27,08","57,02","4,47","1,67","6,95","0,013","0,011",0
"23,53","72,63","4,73","1,75","8,87","0,018","0,004",0
"27,09","41,13","3,16","1,73","8,08","0,000","0,002",0
"25,89","61,85","3,87","1,81","7,87","0,020","0,005",0
"21,09","65,62","4,61","1,74","8,12","0,010","0,012",0
"26,47","46,69","4,02","1,64","8,98","0,005","0,010",0
"27,31","32,54","3,81","1,10","8,53","0,017","0,020",0
"28,63","52,97","3,93","2,00","8,78","0,023","0,003",0
"20,23","73,28","3,74","1,42","7,90","0,007","0,007",0
"21,51","68,79","4,12","1,08","7,28","0,023","0,011",0
"25,25","47,10","4,10","1,74","7,61","0,009","0,014",0
"22,27","67,41","3,37","2,00","7,16","0,013","0,010",0
"28,42","61,24","4,35","1,55","6,86","0,015","0,002",0
"24,30","66,40","4,28","1,59","8,42","0,011","0,019",0
"22,99","63,51","4,63","1,15","8,02","0,003","0,009",0
"25,77","54,26","3,53","1,64","7,04","0,016","0,007",0
"23,45","58,70","4,60","1,55","7,67","0,019","0,001",0
"28,57","70,02","3,62","1,28","8,49","0,013","0,010",0
"22,87","52,48","4,43","1,66","7,97","0,015","0,016",0
"24,41","43,80","4,83","1,99","8,78","0,008","0,019",0
"27,66","66,29","4,41","1,51","8,38","0,015","0,010",0
"23,83","49,85","3,17","1,21","8,52","0,022","0,009",0
"22,39","49,44","4,02","1,63","8,32","0,023","0,017",0
"23,94","60,30","4,55","1,68","8,61","0,007","0,002",0
"21,96","30,93","4,01","1,46","8,04","0,015","0,003",0
"24,41","64,54","3,12","1,08","8,03","0,010","0,013",0
"26,18","53,20","4,34","1,99","6,52","0,014","0,016",0
"22,32","68,45","3,82","1,04","7,91","0,019","0,016",0
"28,71","46,75","3,00","1,74","8,64","0,015","0,017",0
"27,31","38,10","4,35","1,59","7,63","0,010","0,008",0
"23,20","59,24","3,92","1,96","7,35","0,023","0,002",0
"28,12","42,33","4,92","1,40","6,71","0,004","0,001",0
"24,59","34,92","3,77","1,51","8,74","0,004","0,003",0
"26,76","50,49","3,52","1,79","7,61","0,015","0,014",0
"22,88","71,16","3,42","1,40","8,73","0,021","0,017",0
"27,31","38,20","4,27","1,16","7,82","0,010","0,012",0
"27,34","40,28","3,71","1,57","7,63","0,012","0,003",0
"27,08","34,88","3,27","1,60","6,54","0,007","0,011",0
"22,09","68,51","3,43","1,82","7,17","0,005","0,017",0
"21,71","79,24","4,21","1,99","8,50","0,015","0,008",0
"25,34","52,07","3,89","1,34","7,01","0,020","0,012",0
"27,09","36,53","3,96","1,00","8,11","0,011","0,010",0
"20,01","42,25","4,77","1,06","8,23","0,013","0,008",0
"21,91","73,32","3,03","1,47","6,74","0,017","0,002",0
"27,36","33,29","4,16","1,99","8,35","0,019","0,016",0
"29,96","33,02","3,13","1,04","8,94","0,013","0,005",0
"21,97","43,00","3,58","1,37","8,39","0,016","0,001",0
"22,33","52,35","3,97","1,17","7,02","0,003","0,007",0
"23,35","63,76","3,35","1,87","6,94","0,005","0,004",0
"21,39","43,07","3,99","1,64","8,78","0,012","0,014",0
"23,37","64,81","4,24","1,89","7,17","0,016","0,002",0
"25,66","57,78","4,46","1,76","6,97","0,022","0,010",0
"24,61","32,15","4,98","1,49","7,59","0,004","0,013",0
"28,92","38,33","3,80","1,07","8,78","0,018","0,011",0
"21,17","59,33","4,77","1,52","6,98","0,014","0,019",0
"21,06","55,47","3,38","1,41","8,27","0,023","0,014",0
"23,92","79,97","4,33","1,58","8,41","0,015","0,017",0
"26,97","78,93","3,98","1,97","7,18","0,024","0,009",0
"28,89","68,24","3,94","1,96","7,24","0,022","0,017",0
"20,46","41,71","3,77","2,00","8,90","0,009","0,011",0
"22,92","66,85","3,29","1,51","7,03","0,011","0,007",0
"29,54","63,33","4,63","1,72","7,45","0,006","0,014",0
"27,61","61,11","3,22","1,15","8,17","0,012","0,015",0
"20,56","72,77","4,63","1,19","7,44","0,021","0,009",0
"20,28","57,41","4,64","1,24","8,21","0,004","0,012",0
"29,27","75,25","3,54","1,92","8,94","0,023","0,004",0
"23,71","30,89","3,19","1,08","8,17","0,021","0,014",0
"20,16","59,29","4,11","1,70","8,24","0,002","0,004",0
"25,04","44,06","4,66","1,19","7,12","0,023","0,011",0
"29,49","67,19","4,35","1,82","8,68","0,024","0,019",0
"29,32","40,80","3,51","1,32","8,44","0,024","0,019",0
